username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
nytimes,2014-03-06T04:14:00Z,61,44,"State of the Art: For Bitcoin , Secure Future Might Need Oversight http:// nyti.ms/1gT3wmn",N/A,N/A,N/A,441411555293679616,https://twitter.com/nytimes/status/441411555293679616
nytimes,2014-02-28T17:59:00Z,73,34,Mt. Gox Bitcoin exchange files for bankruptcy http:// nyti.ms/NbHMJG,N/A,N/A,N/A,439444672474546176,https://twitter.com/nytimes/status/439444672474546176
nytimes,2014-02-28T11:39:00Z,136,52,Tokyo Bitcoin Exchange Files for Bankruptcy http:// nyti.ms/1gGIyHh,N/A,N/A,N/A,439349099624931328,https://twitter.com/nytimes/status/439349099624931328
nytimes,2014-02-26T04:43:00Z,25,28,DealBook: Trading Site Failure Stirs Ire and Hope for Bitcoin http:// nyti.ms/1ei7Hdi,N/A,N/A,N/A,438519703661977600,https://twitter.com/nytimes/status/438519703661977600
nytimes,2014-02-25T06:22:00Z,159,84,Apparent Theft at Mt. Gox Shakes Bitcoin World http:// nyti.ms/1edyVlm,N/A,N/A,N/A,438182233720258561,https://twitter.com/nytimes/status/438182233720258561
nytimes,2014-02-18T03:01:00Z,48,34,DealBook: Regulators and Hackers Put Bitcoin to the Test http:// nyti.ms/1fukx4h,N/A,N/A,N/A,435594922042077184,https://twitter.com/nytimes/status/435594922042077184
nytimes,2014-02-10T16:50:00Z,48,42,DealBook: Bitcoin Exchange Struggles http:// nyti.ms/1f9D99J,N/A,N/A,N/A,432904398210342912,https://twitter.com/nytimes/status/432904398210342912
nytimes,2014-02-07T07:16:00Z,52,51,DealBook: The Quick Rise and Abrupt Fall of a Bitcoin Champion http:// nyti.ms/1eZCLKJ,N/A,N/A,N/A,431672812127154176,https://twitter.com/nytimes/status/431672812127154176
nytimes,2014-01-27T21:17:00Z,66,41,DealBook: Two Executives of Bitcoin Businesses Are Arrested http:// nyti.ms/1cmEcWL,N/A,N/A,N/A,427898182413324288,https://twitter.com/nytimes/status/427898182413324288
nytimes,2013-12-22T00:17:00Z,82,57,DealBook: Into the Bitcoin Mines http:// nyti.ms/JTHGoL,N/A,N/A,N/A,414535213394722816,https://twitter.com/nytimes/status/414535213394722816
nytimes,2013-12-18T23:02:00Z,41,26,DealBook: Bitcoin Collides With Government Concerns http:// nyti.ms/J60HTP,N/A,N/A,N/A,413429145037971457,https://twitter.com/nytimes/status/413429145037971457
nytimes,2013-12-18T14:16:00Z,68,20,China Bitcoin Exchange Ends Renminbi Deposits http:// nyti.ms/J4HaTC,N/A,N/A,N/A,413296595346923520,https://twitter.com/nytimes/status/413296595346923520
nytimes,2013-12-09T05:47:00Z,115,105,"In the murky world of Bitcoin , there are few rules and even less oversight http:// nyti.ms/18dWUiZ",N/A,N/A,N/A,409907033044160512,https://twitter.com/nytimes/status/409907033044160512
nytimes,2013-12-06T14:05:00Z,36,29,"DealBook: In the Murky World of Bitcoin , Fraud Is Quicker Than the Law http:// nyti.ms/IHgVTb",N/A,N/A,N/A,408945337462968320,https://twitter.com/nytimes/status/408945337462968320
nytimes,2013-12-06T06:20:00Z,100,95,"In the murky world of Bitcoin , there are few rules and even less oversight http:// nyti.ms/18oFyuA",N/A,N/A,N/A,408828158595825664,https://twitter.com/nytimes/status/408828158595825664
nytimes,2013-12-05T15:05:00Z,139,44,China Bars Banks From Using Bitcoin http:// nyti.ms/IR3X6c,N/A,N/A,N/A,408597905747243009,https://twitter.com/nytimes/status/408597905747243009
nytimes,2013-11-26T10:00:00Z,27,23,"DealBook Column: Render Unto Caesar, but Who Backs the Bitcoin ? http:// nyti.ms/1coP7MG",N/A,N/A,N/A,405259657587204096,https://twitter.com/nytimes/status/405259657587204096
nytimes,2013-11-25T16:15:00Z,33,38,DealBook: In Bitcoin â€™s Orbit: Rival Virtual Currencies Vie for Acceptance http:// nyti.ms/1cl7uSO,N/A,N/A,N/A,404991753734090752,https://twitter.com/nytimes/status/404991753734090752
nytimes,2013-11-19T06:49:00Z,47,48,"DealBook: Regulators See Value in Bitcoin , and Investors Hasten to Agree http:// nyti.ms/1bWrISE",N/A,N/A,N/A,402675031324778496,https://twitter.com/nytimes/status/402675031324778496
nytimes,2013-10-31T07:20:00Z,94,52,Bitcoin Pursues the Mainstream http:// nyti.ms/1dR4vWz,N/A,N/A,N/A,395797379859107840,https://twitter.com/nytimes/status/395797379859107840
nytimes,2013-04-11T21:46:00Z,39,16,"DealBook: As Big Investors Emerge, Bitcoin Gets Ready for its Close-Up http:// nyti.ms/10XaJKw",N/A,N/A,N/A,322435515792121857,https://twitter.com/nytimes/status/322435515792121857
