Date,Open,High,Low,Close,Gain,Volume,Adj Close
2017-04-10,20668.220703,20750.330078,20614.859375,20658.019531,Loss,230480000,20658.019531
2017-04-07,20647.810547,20726.070312,20606.949219,20656.099609,Gain,219730000,20656.099609
2017-04-06,20653.769531,20746.460938,20612.169922,20662.949219,Gain,251720000,20662.949219
2017-04-05,20745.060547,20887.5,20639.550781,20648.150391,Loss,284980000,20648.150391
2017-04-04,20634.939453,20701.289062,20605.300781,20689.240234,Gain,237390000,20689.240234
2017-04-03,20665.169922,20692.339844,20517.820312,20650.210938,Loss,285670000,20650.210938
2017-03-31,20700.339844,20722.589844,20660.679688,20663.220703,Loss,303770000,20663.220703
2017-03-30,20662.789062,20753.779297,20643.599609,20728.490234,Gain,270900000,20728.490234
2017-03-29,20675.75,20684.730469,20625.029297,20659.320312,Loss,238320000,20659.320312
2017-03-28,20542.140625,20735.609375,20520.099609,20701.5,Gain,299670000,20701.5
2017-03-27,20488.349609,20578.460938,20412.800781,20550.980469,Gain,269380000,20550.980469
2017-03-24,20674.449219,20718.330078,20529.669922,20596.720703,Loss,292980000,20596.720703
2017-03-23,20645.070312,20757.890625,20618.619141,20656.580078,Gain,280050000,20656.580078
2017-03-22,20640.419922,20686.210938,20578.949219,20661.300781,Gain,325090000,20661.300781
2017-03-21,20956.330078,20970.039062,20653.259766,20668.009766,Loss,369320000,20668.009766
2017-03-20,20916.269531,20955.449219,20885.699219,20905.859375,Loss,253610000,20905.859375
2017-03-17,20965.369141,20980.509766,20911.070312,20914.619141,Loss,535280000,20914.619141
2017-03-16,20969.269531,21000.109375,20893.5,20934.550781,Loss,264360000,20934.550781
2017-03-15,20874.779297,20977.470703,20859.599609,20950.099609,Gain,306590000,20950.099609
2017-03-14,20848.599609,20874.0,20786.310547,20837.369141,Loss,246820000,20837.369141
2017-03-13,20899.279297,20926.060547,20845.710938,20881.480469,Loss,289260000,20881.480469
2017-03-10,20919.009766,20940.289062,20827.660156,20902.980469,Loss,315430000,20902.980469
2017-03-09,20864.320312,20900.570312,20777.160156,20858.189453,Loss,275960000,20858.189453
2017-03-08,20940.439453,20951.439453,20835.580078,20855.730469,Loss,296780000,20855.730469
2017-03-07,20934.890625,20970.539062,20901.259766,20924.759766,Loss,274630000,20924.759766
2017-03-06,20955.710938,20986.429688,20912.109375,20954.339844,Loss,266620000,20954.339844
