Date,Open,High,Low,Close,Gain,Volume,Adj Close
2017-04-10T00:00:00Z,5883.430176,5907.850098,5865.560059,5880.930176,Loss,1630070000,5880.930176
2017-04-07T00:00:00Z,5873.939941,5892.069824,5855.509766,5877.810059,Gain,1692150000,5877.810059
2017-04-06T00:00:00Z,5870.52002,5889.580078,5856.220215,5878.950195,Gain,1845800000,5878.950195
2017-04-05T00:00:00Z,5911.919922,5936.390137,5856.259766,5864.47998,Loss,2204490000,5864.47998
2017-04-04T00:00:00Z,5878.759766,5901.390137,5878.759766,5898.609863,Gain,1790840000,5898.609863
2017-04-03T00:00:00Z,5917.319824,5928.930176,5867.72998,5894.680176,Loss,1854200000,5894.680176
2017-03-31T00:00:00Z,5905.629883,5927.810059,5901.77002,5911.740234,Gain,1902800000,5911.740234
2017-03-30T00:00:00Z,5896.149902,5916.779785,5894,5914.339844,Gain,1723770000,5914.339844
2017-03-29T00:00:00Z,5875.350098,5900.870117,5870.930176,5897.549805,Gain,1718680000,5897.549805
2017-03-28T00:00:00Z,5836.5,5888.700195,5828.859863,5875.140137,Gain,1820860000,5875.140137
2017-03-27T00:00:00Z,5776.330078,5849.200195,5769.390137,5840.370117,Gain,1670760000,5840.370117
2017-03-24T00:00:00Z,5839.330078,5858.950195,5807.830078,5828.740234,Loss,1841920000,5828.740234
2017-03-23T00:00:00Z,5812.310059,5842.819824,5806.97998,5817.689941,Gain,1742640000,5817.689941
2017-03-22T00:00:00Z,5790.589844,5825.669922,5781.810059,5821.640137,Gain,1857680000,5821.640137
2017-03-21T00:00:00Z,5923.419922,5928.060059,5790.72998,5793.830078,Loss,2192090000,5793.830078
2017-03-20T00:00:00Z,5898.810059,5915.120117,5888.120117,5901.529785,Gain,1730550000,5901.529785
2017-03-17T00:00:00Z,5898.580078,5912.609863,5890.419922,5901,Gain,3184130000,5901
2017-03-16T00:00:00Z,5907.859863,5911.47998,5887.240234,5900.759766,Loss,1766980000,5900.759766
2017-03-15T00:00:00Z,5869.97998,5911.200195,5858.160156,5900.049805,Gain,1952690000,5900.049805
2017-03-14T00:00:00Z,5860.069824,5860.5,5831.879883,5856.819824,Loss,1663170000,5856.819824
2017-03-13T00:00:00Z,5863.47998,5877.430176,5860.830078,5875.779785,Gain,1799340000,5875.779785
2017-03-10T00:00:00Z,5867.160156,5872.600098,5835.439941,5861.72998,Loss,1982150000,5861.72998
2017-03-09T00:00:00Z,5834.669922,5852.540039,5812.080078,5838.810059,Gain,1883930000,5838.810059
2017-03-08T00:00:00Z,5838.439941,5860.629883,5832.629883,5837.549805,Loss,1810480000,5837.549805
2017-03-07T00:00:00Z,5836.120117,5859.77002,5826.319824,5833.930176,Loss,1822000000,5833.930176
2017-03-06T00:00:00Z,5846.419922,5857.740234,5827.459961,5849.180176,Gain,1767840000,5849.180176
2017-03-03T00:00:00Z,5854.27002,5870.75,5841.470215,5870.75,Gain,1852130000,5870.75
2017-03-02T00:00:00Z,5897.009766,5897.009766,5856.299805,5861.220215,Loss,2040770000,5861.220215
2017-03-01T00:00:00Z,5874.859863,5911.790039,5865.790039,5904.029785,Gain,2210360000,5904.029785
2017-02-28T00:00:00Z,5852.790039,5855.069824,5817.220215,5825.439941,Loss,2298380000,5825.439941
2017-02-27T00:00:00Z,5835.040039,5861.899902,5827,5861.899902,Gain,1876090000,5861.899902
2017-02-24T00:00:00Z,5802.330078,5845.310059,5800.549805,5845.310059,Gain,1683280000,5845.310059
2017-02-23T00:00:00Z,5866.819824,5866.959961,5809.549805,5835.509766,Loss,1879670000,5835.509766
2017-02-22T00:00:00Z,5857.560059,5864.419922,5848.279785,5860.629883,Gain,1872330000,5860.629883
2017-02-21T00:00:00Z,5850.200195,5867.890137,5847.5,5865.950195,Gain,1935110000,5865.950195
2017-02-17T00:00:00Z,5807.310059,5838.580078,5800.799805,5838.580078,Gain,1875580000,5838.580078
2017-02-16T00:00:00Z,5823.009766,5835.149902,5796.709961,5814.899902,Loss,1943600000,5814.899902
2017-02-15T00:00:00Z,5777.899902,5821.950195,5776.700195,5819.439941,Gain,2083660000,5819.439941
2017-02-14T00:00:00Z,5756.509766,5783.089844,5748.740234,5782.569824,Gain,1945160000,5782.569824
2017-02-13T00:00:00Z,5753.189941,5770.990234,5751.919922,5763.959961,Gain,1840010000,5763.959961
2017-02-10T00:00:00Z,5726.169922,5743.430176,5717.419922,5734.129883,Gain,1852010000,5734.129883
2017-02-09T00:00:00Z,5688.02002,5722.709961,5685.149902,5715.180176,Gain,1943840000,5715.180176
2017-02-08T00:00:00Z,5662.950195,5686.959961,5649.390137,5682.450195,Gain,1945060000,5682.450195
2017-02-07T00:00:00Z,5674.859863,5689.600098,5664.819824,5674.220215,Loss,1919100000,5674.220215
2017-02-06T00:00:00Z,5656.950195,5668.200195,5650.259766,5663.549805,Gain,1732280000,5663.549805
2017-02-03T00:00:00Z,5650.72998,5666.839844,5647.580078,5666.77002,Gain,1786860000,5666.77002
2017-02-02T00:00:00Z,5627.149902,5656.009766,5616.399902,5636.200195,Gain,2073980000,5636.200195
